No,物件種目,住所,登録価格（万円）,成約価格（万円）,交通,土地権利,建ぺい率,用途地域,坪単価（万円）,容積率,土地面積（㎡）,土地面積（坪）,公開日,成約日,私道面積,私道持分,条件,latitude,longitude
175,売地,浜松市中央区城北１丁目17番9,950.0,800.0,遠州鉄道,所有権,60,２種住居,8.8,200,363.57,108,2024/1/19,2024/2/19,-,-,現況渡し,34.7194419,137.7226197
176,売地,浜松市中央区城北２丁目,910.0,720.0,バス停,所有権,60,２種中高,15.9,200,191.73,57,2023/9/3,2023/10/12,-,-,更地渡し,34.7238276,137.7212337
178,売地,浜松市中央区城北２丁目27番9号,970.0,73.0,遠州鉄道,所有権,60,２種中高,17.0,200,191.73,57,2023/9/14,2023/11/9,-,-,相談,34.72500610000001,137.7232808
177,売地,浜松市中央区城北２丁目35,950.0,950.0,遠州鉄道,所有権,60,２種中高,8.1,200,396.0,118,2024/7/22,2024/7/29,-,-,現況渡し,34.7257457,137.7242369
174,売地,浜松市中央区常光町652番,28.0,28.0,バス停,所有権,-,-,0.5,-,186.0,55,2024/2/16,2024/3/14,-,-,現況渡し,34.7500708,137.798231
316,売地,浜松市中央区植松町１４７２－９他,3487.0,3487.0,東海道本線/バス停/バス停,所有権,60,２種住居,41.6,200,281.2,84,2024/8/27,2024/10/9,-,-,現況渡し,34.7150899,137.7599419
315,売地,浜松市中央区植松町254-5,1980.0,1950.0,ＪＲ東海道新幹線/バス停,所有権,60,１種住居,31.4,200,211.68,63,2023/9/1,2023/9/18,-,-,現況渡し,34.70624919999999,137.7554805
69,売地,浜松市中央区新橋町,1100.0,1100.0,東海道本線/バス停,所有権,60,無指定,15.9,200,232.0,69,2024/6/5,2024/6/13,-,-,現況渡し,34.681355,137.7082987
73,売地,浜松市中央区新橋町,1320.0,1320.0,バス停,所有権,60,無指定,15.4,200,288.0,86,2024/4/12,2024/6/22,-,-,相談,34.681355,137.7082987
74,売地,浜松市中央区新橋町,1320.0,1320.0,バス停,所有権,60,無指定,15.1,200,294.0,88,2023/10/24,2023/11/24,-,-,相談,34.681355,137.7082987
71,売地,浜松市中央区新橋町1,1300.0,1300.0,東海道本線/バス停,所有権,60,無指定,20.8,200,209.72,62,2024/10/7,2024/10/15,-,-,更地渡し,34.6830982,137.7168187
72,売地,浜松市中央区新橋町1,1300.0,1300.0,東海道本線/バス停/バス停,所有権,60,無指定,20.8,200,209.72,62,2024/2/29,2024/3/12,-,-,更地渡し,34.6830982,137.7168187
68,売地,浜松市中央区新橋町1033外,1090.0,1090.0,ＪＲ東海道新幹線,所有権,60,無指定,18.2,200,201.13,60,2023/2/14,2023/4/2,-,-,建築条件付,34.681355,137.7082987
70,売地,浜松市中央区新橋町2,1300.0,1300.0,東海道本線/バス停,所有権,60,無指定,20.8,200,210.07,63,2025/1/26,2025/2/3,-,-,更地渡し,34.6826492,137.7162887
184,売地,浜松市中央区新津町659-1,1280.0,1280.0,遠州鉄道,所有権,60,１種住居,40.5,200,106.0,32,2023/6/15,2023/7/6,-,-,建築条件付,34.7219813,137.7409501
94,売地,浜松市中央区深萩町304-174,990.0,990.0,バス停,所有権,60,無指定,19.2,200,173.0,52,2023/10/12,2023/11/12,-,-,相談,34.7773485,137.660445
371,売地,浜松市中央区神ケ谷町,900.0,870.0,東海道本線/バス停,所有権,60,無指定,7.3,200,413.0,123,2023/7/13,2023/9/16,-,-,現況渡し,34.7195665,137.6723068
379,売地,浜松市中央区神田町1221-1B号地,1450.0,1400.0,遠州鉄道,所有権,60,-,14.0,200,347.84,104,2024/8/9,2024/9/3,-,-,現況渡し,34.68710069999999,137.7173315
381,売地,浜松市中央区神田町１２７３,2260.0,2200.0,遠州鉄道,所有権,60,無指定,21.1,200,359.0,107,2023/5/9,2023/9/3,-,-,現況渡し,34.6865976,137.7206176
377,売地,浜松市中央区神田町1501-1,620.0,620.0,バス停/バス停,所有権,60,無指定,10.5,200,198.75,59,2024/12/19,2025/1/16,-,-,更地渡し,34.6805579,137.7236574
378,売地,浜松市中央区神田町1501-1,620.0,530.0,バス停/バス停,所有権,60,無指定,10.5,200,198.75,59,2024/9/17,2024/10/17,-,-,更地渡し,34.6805579,137.7236574
380,売地,浜松市中央区神田町89-7,1630.0,1630.0,バス停/バス停,所有権,60,１種住居,26.7,160,205.2,61,2023/10/31,2023/12/12,-,-,更地渡し,34.6877206,137.7276446
50,売地,浜松市中央区西ケ崎町,1590.0,1590.0,バス停,所有権,60,無指定,14.9,200,359.0,107,2023/10/14,2023/10/23,-,-,現況渡し,34.7747678,137.7674557
49,売地,浜松市中央区西ケ崎町1275,77.0,50.0,遠州鉄道,所有権,60,無指定,0.7,200,369.0,110,2023/12/22,2024/2/9,-,-,現況渡し,34.7747678,137.7674557
62,売地,浜松市中央区西山町,1480.0,1450.0,バス停,所有権,60,無指定,21.4,200,232.54,69,2024/11/25,2025/2/2,-,-,現況渡し,34.7411542,137.6884973
63,売地,浜松市中央区西山町,1580.0,1150.0,バス停,所有権,60,無指定,19.4,200,272.86,81,2024/7/29,2024/9/15,-,-,相談,34.7411542,137.6884973
65,売地,浜松市中央区西山町1055-45,1650.0,1650.0,バス停,所有権,60,無指定,26.4,200,210.19,63,2024/7/8,2024/8/10,-,-,現況渡し,34.7361247,137.6854614
66,売地,浜松市中央区西山町1531-38,1690.0,29.0,バス停,所有権,60,無指定,31.8,200,178.58,53,2023/8/21,2023/10/2,-,-,更地渡し,34.7326664,137.6844385
60,売地,浜松市中央区西山町２０１５－２３（E号地）,780.0,780.0,バス停,所有権,60,-,6.8,200,383.71,114,2024/2/10,2024/3/6,-,-,現況渡し,34.7417167,137.6841337
61,売地,浜松市中央区西山町２０１５－２４(F号地),800.0,800.0,バス停,所有権,60,-,11.6,200,231.92,69,2023/5/12,2023/6/30,-,-,現況渡し,34.7417167,137.6841337
67,売地,浜松市中央区西山町227-2,1880.0,1880.0,バス停,所有権,60,無指定,27.8,200,227.28,68,2024/12/12,2025/1/30,-,-,更地渡し,34.7350826,137.6899879
64,売地,浜松市中央区西山町字当り1055番562,1635.0,1635.0,バス停/バス停,所有権,60,無指定,26.6,200,206.15,61,2023/6/30,2023/8/6,-,-,現況渡し,34.7411542,137.6884973
59,売地,浜松市中央区西町,1160.0,98.0,バス停,所有権,60,無指定,16.2,200,240.0,71,2024/5/17,2024/5/29,-,-,相談,34.6844349,137.7797884
58,売地,浜松市中央区西町,980.0,980.0,バス停,所有権,60,無指定,10.9,200,300.55,90,2024/3/29,2024/6/8,-,-,更地渡し,34.6844349,137.7797884
56,売地,浜松市中央区西町,620.0,13.0,バス停/バス停,所有権,60,無指定,7.2,200,287.61,86,2025/3/14,2025/3/22,-,-,現況渡し,34.6844349,137.7797884
55,売地,浜松市中央区西町505-1,518.0,99.0,バス停,所有権,60,無指定,7.1,200,245.0,73,2023/7/9,2023/7/15,-,-,現況渡し,34.6840708,137.7820998
57,売地,浜松市中央区西町642,860.0,770.0,東海道本線,所有権,60,-,5.9,200,492.0,147,2025/1/6,2025/2/3,-,-,現況渡し,34.6844349,137.7797884
54,売地,浜松市中央区西島町,1000.0,950.0,バス停,所有権,60,無指定,12.9,200,260.62,78,2024/11/12,2024/12/17,-,-,現況渡し,34.6609828,137.7674557
51,売地,浜松市中央区西島町,600.0,280.0,バス停,所有権,60,無指定,10.2,200,198.37,59,2024/8/30,2024/10/5,-,-,更地渡し,34.6609828,137.7674557
52,売地,浜松市中央区西島町A,650.0,620.0,バス停,所有権,60,無指定,8.9,200,246.4,73,2025/1/20,2025/3/2,-,-,現況渡し,34.6609828,137.7674557
53,売地,浜松市中央区西島町B,880.0,850.0,バス停,所有権,60,無指定,10.0,200,295.52,88,2024/1/20,2024/2/25,-,-,現況渡し,34.6609828,137.7674557
191,売地,浜松市中央区積志町766番外1筆の一部,93.0,0.0,遠州鉄道,所有権,60,無指定,0.7,200,449.0,134,2023/8/7,2023/8/23,-,-,現況渡し,34.7679446,137.7674557
192,売地,浜松市中央区積志町845番,3.0,1.0,遠州鉄道,所有権,60,無指定,0.0,200,452.0,135,2025/1/9,2025/2/6,-,-,現況渡し,34.6716255,137.7979704
190,売地,浜松市中央区積志町845番の一部,605.0,1.0,遠州鉄道,所有権,60,無指定,10.2,200,200.0,60,2025/1/10,2025/2/6,-,-,現況渡し,34.6716255,137.7979704
301,売地,浜松市中央区泉２丁目12-13,998.0,998.0,東海道本線/バス停,所有権,60,-,30.4,200,110.17,33,2024/12/9,2025/1/22,-,-,更地渡し,34.7435182,137.7223695
302,売地,浜松市中央区泉２丁目837-758,1050.0,1050.0,遠州鉄道,所有権,60,-,25.4,200,138.89,41,2024/8/9,2024/9/13,-,-,更地渡し,34.7431589,137.7212337
303,売地,浜松市中央区泉３丁目13-25,850.0,850.0,東海道本線/バス停,所有権,60,-,18.8,200,151.64,45,2024/5/30,2024/6/4,-,-,相談,34.7472566,137.7215321
305,売地,浜松市中央区泉４丁目10-2,980.0,980.0,遠州鉄道/バス停,所有権,60,-,31.6,200,104.25,31,2024/12/26,2025/1/16,-,-,更地渡し,34.7449746,137.7185139
304,売地,浜松市中央区泉４丁目24,670.0,650.0,遠州鉄道,所有権,60,-,26.5,200,85.0,25,2023/11/28,2023/12/2,-,-,更地渡し,34.745991,137.7155357
196,売地,浜松市中央区早出町,1880.0,1800.0,バス停/バス停,所有権,60,１種住居,33.4,200,189.16,56,2023/6/12,2023/7/30,-,-,更地渡し,34.7333071,137.7501948
193,売地,浜松市中央区早出町,1350.0,1350.0,遠州鉄道/バス停,所有権,60,１種住居,29.2,200,155.0,46,2023/4/4,2023/6/12,-,-,現況渡し,34.7333071,137.7501948
195,売地,浜松市中央区早出町1363-13,1700.0,1700.0,遠州鉄道,所有権,60,１種住居,32.6,200,174.92,52,2023/5/9,2023/6/2,-,-,建築条件付,34.7268534,137.7482119
194,売地,浜松市中央区早出町756-5,1680.0,1680.0,バス停,所有権,60,１種住居,18.3,160,309.05,92,2024/6/3,2024/7/18,-,-,現況渡し,34.73283869999999,137.7493268
255,売地,浜松市中央区村櫛町3697-2,486.0,480.0,バス停/バス停,所有権,60,１種住居,5.1,200,321.0,96,2023/2/8,2023/4/11,-,-,現況渡し,34.7214349,137.5958903
324,売地,浜松市中央区大蒲町B区画,1850.0,1850.0,東海道本線/バス停/バス停,所有権,60,工業地域,32.1,200,193.23,58,2024/10/9,2024/11/25,-,-,現況渡し,34.7141717,137.7680723
334,売地,浜松市中央区大人見町12-176①,1190.0,1190.0,バス停,所有権,60,無指定,18.6,200,215.0,64,2024/7/15,2024/7/29,-,-,相談,34.7332701,137.6468761
336,売地,浜松市中央区大人見町12-176②,1290.0,1290.0,バス停,所有権,60,無指定,20.1,200,215.0,64,2023/11/6,2023/11/15,-,-,相談,34.7332701,137.6468761
337,売地,浜松市中央区大人見町12-176②,1290.0,1290.0,バス停,所有権,60,無指定,20.1,200,215.0,64,2023/8/31,2023/9/25,-,-,相談,34.7332701,137.6468761
335,売地,浜松市中央区大人見町12-176③,1290.0,1290.0,バス停,所有権,60,無指定,20.1,200,215.0,64,2024/6/25,2024/7/15,-,-,相談,34.7332701,137.6468761
338,売地,浜松市中央区大人見町12-176④,1390.0,1390.0,バス停,所有権,60,無指定,21.7,200,215.0,64,2024/3/29,2024/6/15,-,-,相談,34.7332701,137.6468761
339,売地,浜松市中央区大人見町12-383,1400.0,1400.0,バス停,所有権,60,無指定,20.3,200,231.94,69,2025/1/5,2025/1/18,-,-,相談,34.7317723,137.6478822
332,売地,浜松市中央区大瀬町350-126、350-127,1680.0,1600.0,遠州鉄道/バス停,所有権,60,-,25.3,200,222.64,66,2024/7/2,2024/9/5,-,-,更地渡し,34.7550228,137.7667814
333,売地,浜松市中央区大塚町８４０・８４１,2480.0,2000.0,東海道本線/バス停,所有権,60,無指定,22.9,200,364.0,108,2023/6/1,2023/7/5,-,-,現況渡し,34.6977315,137.7896566
328,売地,浜松市中央区大島町1473外一部,980.0,84.0,バス停,所有権,60,無指定,6.9,200,473.99,141,2023/12/22,2024/2/9,-,-,現況渡し,34.7653152,137.7773217
327,売地,浜松市中央区大島町182,863.0,863.0,遠州鉄道/バス停/バス停,所有権,60,無指定,10.2,200,285.0,85,2024/8/2,2024/9/14,-,-,更地渡し,34.7653152,137.7773217
325,売地,浜松市中央区大島町680-2,380.0,380.0,遠州鉄道,所有権,60,-,5.9,200,214.91,64,2024/4/5,2024/4/29,-,-,現況渡し,34.7614273,137.7794223
326,売地,浜松市中央区大島町680-2,380.0,380.0,遠州鉄道,所有権,60,-,5.9,200,214.91,64,2024/4/5,2024/4/29,-,-,現況渡し,34.7614273,137.7794223
330,売地,浜松市中央区大島町981-1,1650.0,1650.0,遠州鉄道,所有権,60,-,15.7,200,352.63,105,2025/3/17,2025/4/18,-,-,更地渡し,34.7675205,137.7819662
329,売地,浜松市中央区大島町字上大瀬南801番,980.0,980.0,遠州鉄道,所有権,60,-,12.2,200,270.0,80,2023/7/24,2023/11/2,-,-,更地渡し,34.7598001,137.7634554
331,売地,浜松市中央区大島町字上大瀬南806番1外,2040.0,2040.0,遠州鉄道,所有権,60,-,20.3,200,337.06,100,2023/7/24,2023/11/2,-,-,更地渡し,34.760469,137.7635942
340,売地,浜松市中央区大平台１丁目108-5,4200.0,4200.0,バス停/バス停,所有権,40,１種低層,27.4,60,515.58,154,2024/12/4,2024/12/18,-,-,現況渡し,34.7188239,137.685725
33,売地,浜松市中央区中郡町1396-1の一部,980.0,61.0,遠州鉄道,所有権,60,無指定,9.8,200,337.33,100,2024/4/15,2024/5/17,-,-,現況渡し,34.772575,137.7810219
32,売地,浜松市中央区中郡町1459-2,890.0,20.0,遠州鉄道/バス停,所有権,60,無指定,9.3,200,320.0,95,2024/9/13,2024/9/20,-,-,現況渡し,34.772575,137.7810219
31,売地,浜松市中央区中郡町1459-3,890.0,20.0,遠州鉄道,所有権,60,無指定,9.3,200,320.0,95,2024/9/20,2024/11/5,-,-,現況渡し,34.772575,137.7810219
34,売地,浜松市中央区中郡町37番地の2,1250.0,1250.0,遠州鉄道,所有権,60,-,21.2,200,198.0,59,2025/1/6,2025/1/7,-,-,更地渡し,34.7774252,137.7848492
30,売地,浜松市中央区中郡町713,703.0,0.0,遠州鉄道,所有権,60,無指定,7.1,200,332.0,99,2024/12/23,2025/2/6,-,-,現況渡し,34.772575,137.7810219
35,売地,浜松市中央区中郡町957番1、2,1480.0,1350.0,遠州鉄道,所有権,60,-,15.0,200,331.0,99,2025/1/10,2025/3/16,-,-,相談,34.7723233,137.7738957
38,売地,浜松市中央区中沢町2-18,2.0,2.0,遠州鉄道/バス停,所有権,60,２種中高,0.0,200,161.15,48,2025/4/14,2025/4/26,-,-,更地渡し,34.7208924,137.7241695
37,売地,浜松市中央区中沢町41-11,200.0,85.0,ＪＲ東海道新幹線/バス停,所有権,60,２種中高,17.1,200,39.26,12,2023/3/28,2023/7/19,-,-,現況渡し,34.7222968,137.7261332
43,売地,浜松市中央区中田町103,2.0,2.0,遠州鉄道,所有権,60,１種住居,0.1,200,100.0,30,2023/12/1,-,-,-,現況渡し,34.7364528,137.7575916
42,売地,浜松市中央区中田島町1607-3,499.0,350.0,東海道本線/バス停,所有権,60,２種中高,7.2,200,232.01,69,2025/3/24,2025/4/26,-,-,更地渡し,34.6650843,137.7412101
39,売地,浜松市中央区中島１丁目,2480.0,2480.0,バス停,所有権,80,近隣商業,37.1,200,224.44,67,2023/5/19,2023/6/22,-,-,更地渡し,34.7047384,137.7458804
40,売地,浜松市中央区中島４丁目16-1,1420.0,1250.0,ＪＲ東海道新幹線/バス停,所有権,60,１種住居,36.1,200,132.0,39,2023/6/1,2023/6/29,-,-,更地渡し,34.6957111,137.7487253
41,売地,浜松市中央区中島４丁目205-1,2200.0,1380.0,ＪＲ東海道新幹線/バス停/バス停,所有権,60,１種住居,26.6,200,277.68,83,2023/8/31,2023/11/13,-,-,更地渡し,34.6965755,137.7474212
45,売地,浜松市中央区中野町3231外,645.0,645.0,バス停,所有権,70,無指定,7.1,200,305.0,91,2023/4/23,2023/6/12,-,-,相談,34.7375483,137.8056964
36,売地,浜松市中央区中里町895,1060.0,900.0,バス停,所有権,60,無指定,18.4,200,193.61,58,2023/10/24,2023/11/21,-,-,相談,34.7340952,137.7988345
44,売地,浜松市中央区長田町93,448.0,42.0,バス停,所有権,60,無指定,8.5,200,176.0,52,2024/8/6,2024/10/4,-,-,更地渡し,34.6709982,137.7762328
19,売地,浜松市中央区坪井町,890.0,790.0,バス停,所有権,60,１種住居,18.1,200,165.03,49,2024/2/21,2024/4/19,-,-,更地渡し,34.6840832,137.6479775
18,売地,浜松市中央区坪井町,790.0,790.0,バス停,所有権,60,１種住居,16.1,200,165.03,49,2024/2/16,2024/3/28,-,-,現況渡し,34.6840832,137.6479775
16,売地,浜松市中央区堤町,800.0,800.0,東海道本線/バス停/バス停,所有権,60,無指定,8.0,200,334.0,99,2025/4/17,2025/4/30,-,-,現況渡し,34.671512,137.7052194
22,売地,浜松市中央区天王町124-1,1770.0,1770.0,バス停,所有権,60,無指定,28.9,200,205.54,61,2023/10/28,2023/12/12,-,-,現況渡し,34.740153,137.7783816
20,売地,浜松市中央区天王町1852-2,450.0,450.0,遠州鉄道/バス停,所有権,60,無指定,3.6,200,418.0,124,2023/12/25,2024/3/5,-,-,現況渡し,34.7406827,137.7680467
21,売地,浜松市中央区天王町210-2,1400.0,1350.0,遠州鉄道,所有権,60,無指定,22.7,200,207.16,62,2023/11/9,2023/12/3,-,-,現況渡し,34.7418316,137.7762897
186,売地,浜松市中央区頭陀寺町312-6,6310.0,6310.0,ＪＲ東海道新幹線,所有権,60,１種住居,28.4,200,745.0,222,2024/9/24,2024/11/13,-,-,現況渡し,34.6978293,137.7563265
185,売地,浜松市中央区頭陀寺町342－27,800.0,800.0,ＪＲ東海道新幹線,所有権,60,１種住居,25.9,200,103.64,31,2024/1/5,2024/2/17,-,-,建築条件付,34.7006171,137.7578537
313,売地,浜松市中央区入野町16443-16A,2180.0,2180.0,東海道本線/バス停,所有権,60,-,40.2,200,181.87,54,2023/10/31,2023/12/27,-,-,更地渡し,34.7038199,137.6777538
310,売地,浜松市中央区入野町16447-3,1580.0,1540.0,東海道本線,所有権,60,-,27.1,200,196.11,58,2025/1/6,2025/4/5,-,-,更地渡し,34.7043809,137.6770265
314,売地,浜松市中央区入野町6371-3,3180.0,75.0,バス停,所有権,60,２種住居,36.3,200,294.07,88,2023/11/22,2024/1/30,-,-,更地渡し,34.7004105,137.6877437
311,売地,浜松市中央区入野町6371-3の一部,1950.0,1.0,バス停,所有権,60,２種住居,37.6,200,174.22,52,2023/11/22,2024/1/30,-,-,更地渡し,34.7004105,137.6877437
312,売地,浜松市中央区入野町9081-1,2098.0,2098.0,東海道本線,所有権,60,工業地域,33.3,200,211.6,63,2023/7/11,2023/10/1,-,-,更地渡し,34.700597,137.6784706
227,売地,浜松市中央区馬郡町1394-10、1394-8,1.0,1.0,東海道本線,所有権,60,１種住居,0.0,200,905.82,270,2024/3/31,2024/4/8,-,-,更地渡し,34.6845078,137.6335902
226,売地,浜松市中央区馬郡町1394-23,9.0,9.0,東海道本線,所有権,60,１種住居,0.1,200,393.71,117,2025/4/10,2025/4/11,-,-,現況渡し,34.6845877,137.6334653
222,売地,浜松市中央区馬郡町2232番,380.0,360.0,東海道本線,所有権,80,近隣商業,9.3,300,136.81,41,2024/5/27,2024/8/8,-,-,相談,34.6848257,137.6274866
224,売地,浜松市中央区馬郡町3049-1，3049-2,550.0,550.0,東海道本線/バス停/バス停,所有権,60,１種住居,7.2,200,256.42,76,2023/4/28,2023/4/28,-,-,更地渡し,34.6828535,137.6352862
225,売地,浜松市中央区馬郡町3503-1他(A区画),825.0,825.0,東海道本線/バス停/バス停,所有権,60,１種住居,15.2,200,182.04,54,2024/4/21,2024/6/16,-,-,現況渡し,34.682718,137.6401376
223,売地,浜松市中央区馬郡町4629,2.0,2.0,バス停,所有権,60,１種住居,0.0,200,299.0,89,2023/5/19,2023/5/30,-,-,現況渡し,34.6821609,137.6397646
76,売地,浜松市中央区萩丘５丁目15番8号,2280.0,2200.0,遠州鉄道,所有権,60,１種住居,33.0,200,231.71,69,2025/1/7,2025/1/10,-,-,更地渡し,34.7530193,137.7333149
180,売地,浜松市中央区白羽町,57.0,57.0,バス停/バス停,所有権,-,無指定,1.0,-,200.05,60,2024/9/3,2024/9/8,-,-,現況渡し,34.6808954,137.7366365
181,売地,浜松市中央区白羽町,16.0,16.0,バス停,所有権,60,無指定,0.2,200,261.3,78,2024/8/25,2024/11/9,-,-,相談,34.6808954,137.7366365
182,売地,浜松市中央区白羽町144-1,1380.0,1380.0,バス停,所有権,60,-,22.7,200,204.15,61,2023/12/26,2024/2/24,-,-,現況渡し,34.6808954,137.7366365
183,売地,浜松市中央区白羽町214の一部①区画,1400.0,1400.0,バス停/バス停,所有権,60,無指定,22.1,200,213.0,63,2024/8/16,2024/9/21,-,-,相談,34.6808954,137.7366365
179,売地,浜松市中央区白羽町２６７７,310.0,1.0,バス停,所有権,60,２種中高,7.1,200,146.36,44,2024/4/1,2024/5/7,-,-,相談,34.6808954,137.7366365
77,売地,浜松市中央区八幡町159,1999.0,83.0,遠州鉄道,所有権,80,商業地域,50.6,400,132.62,39,2024/1/25,2024/3/7,-,-,現況渡し,34.7162814,137.7350842
84,売地,浜松市中央区半田山１丁目9-5①,1500.0,1500.0,遠州鉄道/バス停,所有権,70,-,36.5,200,137.85,41,2023/7/21,2023/7/31,-,-,相談,34.765322,137.7424138
85,売地,浜松市中央区半田山２丁目１１－１,1900.0,53.0,遠州鉄道,所有権,70,-,23.9,200,267.0,80,2023/4/14,2023/4/27,-,-,更地渡し,34.7677918,137.7376226
29,売地,浜松市中央区富屋町230他,720.0,720.0,ＪＲ東海道新幹線,所有権,60,無指定,11.9,200,203.47,61,2023/4/30,2023/6/14,-,-,建築条件付,34.6764071,137.7751778
26,売地,浜松市中央区富塚町,2219.0,1990.0,バス停,所有権,50,１種低層,33.5,80,222.41,66,2024/1/11,2024/3/19,-,-,更地渡し,34.7232056,137.6988992
25,売地,浜松市中央区富塚町,1920.0,1900.0,バス停,所有権,50,１種低層,29.5,80,218.55,65,2024/7/27,2024/9/8,-,-,更地渡し,34.7232056,137.6988992
28,売地,浜松市中央区富塚町1618-95,3280.0,3200.0,ＪＲ東海道新幹線,所有権,50,１種低層,23.4,80,471.43,140,2023/10/9,2023/10/24,-,-,相談,34.7291919,137.7049303
23,売地,浜松市中央区富塚町1772,770.0,770.0,東海道本線/バス停,所有権,60,１種低層,10.2,200,254.0,76,2024/9/18,2024/10/18,-,-,現況渡し,34.7232056,137.6988992
27,売地,浜松市中央区富塚町３６３８－４３,2850.0,2850.0,東海道本線/バス停,所有権,30,１種低層,22.2,60,431.04,128,2025/1/10,2025/3/28,-,-,更地渡し,34.7297389,137.6980532
24,売地,浜松市中央区富塚町814-6,1880.0,1880.0,バス停,所有権,50,１種低層,24.1,80,261.7,78,2025/1/4,2025/1/21,-,-,現況渡し,34.72834450000001,137.7098737
202,売地,浜松市中央区舞阪町浜田,42.0,42.0,東海道本線,所有権,60,１種住居,0.5,200,261.44,78,2024/9/3,2024/9/8,-,-,現況渡し,34.6824597,137.6215318
204,売地,浜松市中央区舞阪町浜田,72.0,72.0,東海道本線,所有権,60,１種住居,0.4,200,587.0,175,2025/2/1,2025/2/3,-,-,現況渡し,34.6824597,137.6215318
203,売地,浜松市中央区舞阪町浜田,7.0,7.0,東海道本線,所有権,60,１種住居,0.1,200,307.4,92,2023/6/11,2023/6/22,-,-,更地渡し,34.6824597,137.6215318
216,売地,浜松市中央区舞阪町舞阪,650.0,650.0,バス停/バス停,所有権,60,１種住居,13.9,200,157.0,47,2023/7/8,2023/7/10,-,-,更地渡し,34.6856194,137.6133215
220,売地,浜松市中央区舞阪町舞阪,880.0,400.0,東海道本線,所有権,60,２種住居,11.2,200,264.81,79,2024/6/4,2024/6/25,-,-,更地渡し,34.6856194,137.6133215
213,売地,浜松市中央区舞阪町舞阪,480.0,480.0,バス停,所有権,60,１種住居,8.9,200,182.0,54,2023/9/22,2023/10/22,-,-,現況渡し,34.6856194,137.6133215
215,売地,浜松市中央区舞阪町舞阪,580.0,530.0,東海道本線,所有権,60,工業地域,7.4,200,264.0,79,2023/9/23,2023/10/30,-,-,現況渡し,34.6856194,137.6133215
214,売地,浜松市中央区舞阪町舞阪,78.0,78.0,東海道本線,所有権,60,１種住居,1.4,200,194.0,58,2025/3/21,2025/3/31,-,-,更地渡し,34.6856194,137.6133215
217,売地,浜松市中央区舞阪町舞阪,62.0,62.0,東海道本線,所有権,60,２種住居,1.2,200,180.0,54,2024/4/28,2024/4/29,-,-,更地渡し,34.6856194,137.6133215
218,売地,浜松市中央区舞阪町舞阪,62.0,62.0,東海道本線,所有権,60,２種住居,1.2,200,180.0,54,2024/3/31,2024/4/8,-,-,更地渡し,34.6856194,137.6133215
211,売地,浜松市中央区舞阪町舞阪,46.0,46.0,東海道本線,所有権,60,１種住居,0.9,200,164.0,49,2024/6/4,2024/6/18,-,-,現況渡し,34.6856194,137.6133215
210,売地,浜松市中央区舞阪町舞阪2088-8,180.0,180.0,バス停,所有権,60,１種住居,10.2,200,59.5,18,2024/2/10,2024/4/11,-,-,現況渡し,34.6854604,137.6093211
221,売地,浜松市中央区舞阪町舞阪５１７６－１他１号地,1161.0,1161.0,東海道本線,所有権,60,-,12.5,200,311.06,93,2023/6/8,2023/9/4,-,-,更地渡し,34.6856194,137.6133215
219,売地,浜松市中央区舞阪町舞阪661,12.0,12.0,東海道本線,所有権,60,工業地域,0.2,200,182.0,54,2023/7/8,2023/7/10,-,-,更地渡し,34.6856194,137.6133215
212,売地,浜松市中央区舞阪町舞阪字浜表4563番,390.0,390.0,東海道本線,所有権,60,１種住居,9.0,200,145.0,43,2024/1/31,2024/4/11,-,-,現況渡し,34.6856194,137.6133215
208,売地,浜松市中央区舞阪町弁天島,44.0,44.0,東海道本線/バス停,所有権,60,１種住居,0.3,200,575.0,171,2024/9/29,2024/10/19,-,-,更地渡し,34.6897081,137.6035333
